Facility,Industry,Factory Name,Address,City,Zipcode,Latitude,Longitude,Tags Used,Company name,Enhanced Company Name,Official Website,Revenue,Revenue_printed,address,city,state,postal_code,country,ownedby_org,employee_count
Reworld X,Chemical,KOCH MATERIALS BAYTOWN,,,,29.7296872,-95.0007356,industrial: oil_mill|product: petrochemicals,Koch Industries,Koch,http://kochind.com,125000000000.0,125B,"4111 E. 37th Street, Wichita, Kansas 67220, US",Wichita,Kansas,67220,United States,,810
Reworld X,Chemical,Vahle,Cane Island Parkway,Katy,77494.0,29.7837127,-95.8500697,industrial: oil_mill|product: petrochemicals,Vahle,Paul Vahle GmbH &amp; Co. KG,,,,,,,,,,
Reworld X,Chemical,Nets of Texas,,,,30.024846,-95.8407969,industrial: oil_mill|product: petrochemicals,,,,,,,,,,,,
Reworld X,Chemical,Ram Alloys,Spencer Road,Houston,77041.0,29.875516,-95.5935416,industrial: oil_mill|product: petrochemicals,,,,,,,,,,,,
Reworld X,Chemical,HoustonPoly,Holderrieth Road,Tomball,77375.0,30.0689506,-95.5960311,industrial: oil_mill|product: petrochemicals,,,,,,,,,,,,
Reworld X,Chemical,Wood Preserving Plant,Hartwick Road,Houston,77093.0,29.8865456,-95.3092718,industrial: oil_mill|product: petrochemicals,,,,,,,,,,,,
Reworld X,Chemical,NEVA  Corporation,Brittmoore Park Drive,Houston,77041.0,29.8484175,-95.5810602,industrial: oil_mill|product: petrochemicals,,,,,,,,,,,,
Reworld X,Chemical,Kennedy Fabrication,,,,30.255878,-95.1414475,industrial: oil_mill|product: petrochemicals,,,,,,,,,,,,
Reworld X,Chemical,Dixie Used Auto Parts,,,,30.1358542,-95.2186796,industrial: oil_mill|product: petrochemicals,,,,,,,,,,,,
Reworld X,Chemical,Ply-Gem,West Carson Street,Bryan,77802.0,30.6442343,-96.3716631,industrial: oil_mill|product: petrochemicals,Cornerstone Building Brands,Cornerstone Building Brands,,,,,,,,,,
