FAC_US_CANADA_BORDER_FLG,GLOBALID,OBJECTID,SOURCE_ID,EPA_SYSTEM,REGISTRY_ID,STATUTE,RCR_NAME,RCR_STREET,RCR_CITY,RCR_STATE,RCR_STATE_DISTRICT,RCR_ZIP,RCR_COUNTY,RCR_EPA_REGION,RCR_STATUS,RCR_INDIAN_CNTRY_FLG,RCR_TRIBAL_LAND_CODE,FAC_FIPS_CODE,FAC_LAT,FAC_LONG,FAC_US_MEX_BORDER_FLG,RCR_IMP_WATER_FLG,RCRA_UNIVERSE,RCRA_NAICS,FAC_SIC_CODES,FAC_PERCENT_MINORITY,FAC_POPULATION_DENSITY,FAC_FEDERAL_AGENCY_CODE,CHESAPEAKE_BAY_FLAG,AIR_IDS,CWA_IDS,RCRA_IDS,TRI_IDS,SDWA_IDS,RCRA_CASE_IDS,RCRA_CURR_SNC,RCRA_CURR_COMPL_STATUS,RCRA_QTRS_IN_SNC,RCRA_QTRS_IN_NC,RCRA_CURR_VIOLATION_TYPES,RCRA_INSP_CNT,RCRA_LAST_INSPECTION_DATE,RCRA_DAYS_LAST_INSPECTION,RCRA_IEA_CNT,RCRA_LAST_IEA_DATE,RCRA_FEA_CNT,RCRA_LAST_FEA_DATE,RCRA_PENALTIES,RCRA_LAST_PENALTY_DATE,RCRA_LAST_INSP_DATE_EPA,RCRA_LAST_INSP_DATE_STATE,RCRA_LAST_FEA_DATE_EPA,RCRA_LAST_FEA_DATE_STATE,RCRA_LAST_IEA_DATE_EPA,RCRA_LAST_IEA_DATE_STATE,FAC_TRI_REPORTER,FAC_TRI_ON_SITE_RELEASES,FAC_DERIVED_HUC,FAC_DERIVED_WBD,FAC_DERIVED_WBD_NAME,FAC_MAP_FLG,FAC_MAP_ICON,LAST_VIOLATION_DATE,CURRENT_VIO_CNT,FAC_FEDERAL_AGENCY_NAME,FAC_TRI_OFF_SITE_TRANSFERS,RCR_FIPS_CODE,RCR_LAND_TYPE_CODE,RCR_OLDEST_OPEN_VIO_DATE,FAC_TRI_LAND_RELEASES,RCRA_MAP_ICON,EJSCREEN_FLAG_US,PCTILE_PCTPRE1960_US,PCTILE_DPM_US,PCTILE_CANCER_US,PCTILE_RESP_US,PCTILE_TRAFFIC_SCORE_US,PCTILE_PROXIMITY_NPDES_US,PCTILE_PROXIMITY_NPL_US,PCTILE_PROXIMITY_RMP_US,PCTILE_PROXIMITY_TSDF_US,PCTILE_O3_US,PCTILE_PM_US,MAX_PCTILE_US,DFR_URL
,,,,,,,,,,,,,,,,,,36081,40.688669999999995,-73.79561,,,Other,,,86.105,20734.23,,,,,NYP004507752,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,89,95,87,91,89,0,87,27,91,92,75,95,http://echo.epa.gov/detailed-facility-report?fid=110063806387
,,,,,,,,,,,,,,,,,,36059,40.86014,-73.52685,,,Other,,,19.197,995.8100000000001,,,,,NYD013016373,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010201,Mill Neck Creek-Oyster Bay Harbor,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,26,26,8,31,17,26,28,14,28,38,18,38,http://echo.epa.gov/detailed-facility-report?fid=110008000153
,,,,,,,,,,,,,,,,,,36103,40.78134,-73.26126,,,Other,,,75.705,4209.67,,,,,NYD987013737,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020402,Orowoc Creek-Great Cove,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,88,85,48,31,91,17,96,80,94,95,58,96,http://echo.epa.gov/detailed-facility-report?fid=110004494618
,,,,,,,,,,,,,,,,,,36059,40.65123,-73.57576,,,Other,,,48.535000000000004,6950.66,,,,,NYD091459198,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,96,88,48,73,94,69,87,51,90,94,60,96,http://echo.epa.gov/detailed-facility-report?fid=110004374034
,,,,,,,,,,,,,,,,,,36081,40.751239999999996,-73.727805,,,LQG,335991,,57.096000000000004,10070.16,,,,,NYR000199687,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302020101,Hook Creek-Head of Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Private,,,RCRA-IC-MN-N.png,Y,69,86,79,85,87,89,87,33,81,87,67,89,http://echo.epa.gov/detailed-facility-report?fid=110055416189
,,,,,,,,,,,,,,,,,,36081,40.71467,-73.764505,,,Other,,,83.687,18815.31,,,,,NYP004395182,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,98,97,92,94,90,0,94,35,92,97,79,98,http://echo.epa.gov/detailed-facility-report?fid=110060218697
,,,,,,,,,,,,,,,,,,36059,40.758700000000005,-73.56073,,,Other,,,42.959,4549.54,,,,,NYR000037606,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,89,85,44,67,83,53,92,82,85,91,63,92,http://echo.epa.gov/detailed-facility-report?fid=110004533595
,,,,,,,,,,,,,,,,,,36103,40.76168,-73.21009,,,Other,,,63.526,4752.52,,,,,NYD986874485,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020402,Orowoc Creek-Great Cove,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,55,82,46,30,86,16,92,82,83,92,51,92,http://echo.epa.gov/detailed-facility-report?fid=110004437761
,,,,,,,,,,,,,,,,,,09001,41.022529999999996,-73.62371,,,SQG,,7216,37.494,3417.14,,,CT0000000900103441,,CTD095225785,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060405,Blind Brook-Horseneck Brook,Y,RCRA-IC-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IC-MN-N.png,Y,77,68,36,55,75,63,58,33,74,80,60,80,http://echo.epa.gov/detailed-facility-report?fid=110001405284
,,,,,,,,,,,,,,,,,,36059,40.80964,-73.48585,,,Other,,,22.339000000000002,2772.52,,,,,NYD980536528,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,20,38,11,34,41,14,39,25,39,44,19,44,http://echo.epa.gov/detailed-facility-report?fid=110004387333
,,,,,,,,,,,,,,,,,,36103,40.71505,-73.38836,,,Other,,,41.685,4999.93,,,,,NYD982529521,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020406,Santapogue Creek-Great South Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,63,79,40,61,81,82,84,37,80,83,42,84,http://echo.epa.gov/detailed-facility-report?fid=110056139398
,,,,,,,,,,,,,,,,,,36081,40.750409999999995,-73.72037,,,Other,,,55.705000000000005,9460.49,,,,,NYP004536819,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,82,83,76,83,78,85,82,32,79,84,62,85,http://echo.epa.gov/detailed-facility-report?fid=110063792864
,,,,,,,,,,,,,,,,,,09001,41.03221,-73.56625,,,VSQG,445110,,49.441,5143.72,,,,,CTR000520049,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060405,Blind Brook-Horseneck Brook,Y,RCRA-IC-MN-N.png,,,,,09001,Private,,,RCRA-IC-MN-N.png,N,43,46,64,52,14,42,33,12,48,52,31,64,http://echo.epa.gov/detailed-facility-report?fid=110071192346
,,,,,,,,,,,,,,,,,,36119,41.107468,-73.796441,,,Other,,,21.108,1347.69,,,,,NYD986912251,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030101,020301010403,Saw Mill River,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,43,45,14,37,47,12,28,41,44,47,32,47,http://echo.epa.gov/detailed-facility-report?fid=110008043125
,,,,,,,,,,,,,,,,,,36103,40.831108,-73.359079,,,Other,,,28.103,2739.32,,,,,NYR000018465,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020404,Carlls River,Y,RCRA-IA-MN-N.png,,,,,36103,Private,,,RCRA-IA-MN-N.png,N,49,47,20,41,53,23,50,18,37,59,26,59,http://echo.epa.gov/detailed-facility-report?fid=110004521722
,,,,,,,,,,,,,,,,,,36059,40.75638,-73.56761,,,Other,48849,,43.651,4329.97,,,,,NYD020576898,,,,No,No Violation Identified,0,0,NA,0,5.02416E+11,14508,0,,0,,0,,,5.02416E+11,,,,,,,02030202,020302020203,Freeport Creek,Y,RCRA-IA-MN-G.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,89,85,44,67,83,53,92,82,85,91,63,92,http://echo.epa.gov/detailed-facility-report?fid=110004351077
,,,,,,,,,,,,,,,,,,36059,40.80226,-73.47717,,,Other,,,21.382,3082.44,,,,,NYD986968964,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,37,55,23,43,59,24,59,38,52,63,31,63,http://echo.epa.gov/detailed-facility-report?fid=110004475489
,,,,,,,,,,,,,,,,,,36119,41.03526,-73.77455,,,Other,,,48.457,3878.01,,,,,NYD982188088,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IA-MN-N.png,,,,,36119,Municipal,,,RCRA-IA-MN-N.png,N,27,75,70,54,74,30,52,57,55,77,62,77,http://echo.epa.gov/detailed-facility-report?fid=110004416454
,,,,,,,,,,,,,,,,,,36119,41.05261,-73.77147,,,SQG,,7532,52.14,3703.7400000000002,,,NY0000003551700149,,NYD982722761,,,,No,No Violation Identified,0,0,NA,0,1.37877E+12,4365,0,1.37894E+12,0,,0,,,1.37877E+12,,,,1.37894E+12,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IC-MN-G.png,,,,,36119,Not Indian/Unknown,,,RCRA-IC-MN-G.png,Y,81,87,81,66,88,52,65,73,68,89,76,89,http://echo.epa.gov/detailed-facility-report?fid=110019086282
,,,,,,,,,,,,,,,,,,36103,40.77247,-73.08707,,,VSQG,,,12.622,2605.88,,,,,NYR000002980,,,,No,No Violation Identified,0,0,NA,0,1.43934E+12,3664,0,1.44348E+12,0,,0,,9.16877E+11,1.43934E+12,,,,1.44348E+12,,,02030202,020302020305,Brown Creek-Great South Bay,Y,RCRA-IC-MN-G.png,,,,,36103,Not Indian/Unknown,,,RCRA-IC-MN-G.png,N,34,47,22,15,55,15,62,31,43,59,20,62,http://echo.epa.gov/detailed-facility-report?fid=110028907137
,,,,,,,,,,,,,,,,,,36103,40.82237,-73.41226,,,VSQG,621111 541511,,34.324000000000005,2831.9,,,,,NYR000252692,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IC-MN-N.png,,,,,36103,Private,,,RCRA-IC-MN-N.png,N,58,52,26,45,51,29,60,25,49,67,33,67,http://echo.epa.gov/detailed-facility-report?fid=110071139595
,,,,,,,,,,,,,,,,,,36103,40.818672,-72.920844,,,VSQG,,,32.007000000000005,1101.8600000000001,,,,,NYR000153080,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020302,Carmans River,Y,RCRA-IC-MN-N.png,,,,,36103,County,,,RCRA-IC-MN-N.png,N,31,28,15,11,27,10,47,6,32,49,13,49,http://echo.epa.gov/detailed-facility-report?fid=110032965833
,,,,,,,,,,,,,,,,,,36059,40.839293,-73.703323,,,Other,,,23.32,3077.35,,,,,NYD986982502,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010102,Mitchells Creek-Manhassett Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Private,,,RCRA-IA-MN-N.png,N,34,52,67,56,39,55,55,19,28,56,36,67,http://echo.epa.gov/detailed-facility-report?fid=110004480669
,,,,,,,,,,,,,,,,,,36119,41.124376,-73.703965,,,Other,,,10.766,454.90000000000003,,,,,NYD986903540,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060403,Byram River,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,33,30,9,32,34,11,20,21,18,39,24,39,http://echo.epa.gov/detailed-facility-report?fid=110008040672
,,,,,,,,,,,,,,,,,,36119,40.988589999999995,-73.71926,,,Other,,,33.867000000000004,3138.32,,,,,NYP004291860,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020202,Sheldrake River-Mamaroneck River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,28,35,56,45,24,27,20,24,30,35,22,56,http://echo.epa.gov/detailed-facility-report?fid=110055939436
,,,,,,,,,,,,,,,,,,36119,40.99011,-73.72938,,,Other,,,26.871000000000002,2812.23,,,,,NYP004225595,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020202,Sheldrake River-Mamaroneck River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,N,28,35,56,45,24,27,20,24,30,35,22,56,http://echo.epa.gov/detailed-facility-report?fid=110043649004
,,,,,,,,,,,,,,,,,,36103,40.711799,-73.42236,,,Other,,,32.617000000000004,4963.24,,,,,NYR000015024,,,,No,No Violation Identified,0,0,NA,0,8.13542E+11,10907,0,,0,,0,,8.13542E+11,,,,,,,,02030202,020302020202,Seaford Creek-South Oyster Bay,Y,RCRA-IA-MN-G.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,72,92,49,74,95,94,97,57,92,95,60,97,http://echo.epa.gov/detailed-facility-report?fid=110004519441
,,,,,,,,,,,,,,,,,,36081,40.75148,-73.78131,,,Other,,,68.535,18933.2,,,,,NYP004553517,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020301020104,Flushing Creek-Flushing Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,85,85,78,84,79,87,83,26,77,85,67,87,http://echo.epa.gov/detailed-facility-report?fid=110063817384
,,,,,,,,,,,,,,,,,,36059,40.780668999999996,-73.449003,,,Other,,,16.561,2426.09,,,,,NYD000707935,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,37,55,23,43,58,24,64,37,56,63,31,64,http://echo.epa.gov/detailed-facility-report?fid=110004330974
,,,,,,,,,,,,,,,,,,36103,40.794959999999996,-73.11655,,,Other,,,17.207,2547.7400000000002,,,,,NYD982539421,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020401,Connetquot River,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,46,49,25,17,48,15,62,43,41,62,22,62,http://echo.epa.gov/detailed-facility-report?fid=110004424196
,,,,,,,,,,,,,,,,,,36081,40.667049999999996,-73.77306,,,Other,,,95.855,13067.87,,,,,NYP004379368,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,89,91,84,94,92,0,87,24,86,89,69,94,http://echo.epa.gov/detailed-facility-report?fid=110060182056
,,,,,,,,,,,,,,,,,,36119,41.04432,-73.80299,,,Other,,,50.684000000000005,3817.31,,,,,NYR000058255,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,96,96,91,77,98,50,74,85,88,97,86,98,http://echo.epa.gov/detailed-facility-report?fid=110009486840
,,,,,,,,,,,,,,,,,,36103,40.73056,-73.22712,,,Other,,,46.75,4298.4,,,,,NYR000037499,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020402,Orowoc Creek-Great Cove,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,48,58,28,19,49,6,65,45,52,67,25,67,http://echo.epa.gov/detailed-facility-report?fid=110006880615
,,,,,,,,,,,,,,,,,,36103,40.67677,-73.41718,,,Other,,7216,31.528000000000002,6064.56,,,NY0000001472001676,,NYD013614433,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020202,Seaford Creek-South Oyster Bay,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,57,58,26,46,57,64,65,22,60,66,26,66,http://echo.epa.gov/detailed-facility-report?fid=110004349544
,,,,,,,,,,,,,,,,,,36119,40.94544,-73.73633,,,Other,221122,,25.185000000000002,3774.13,,,,,NYP005244181,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020202,Sheldrake River-Mamaroneck River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,Y,69,70,80,79,67,66,59,71,68,73,57,80,http://echo.epa.gov/detailed-facility-report?fid=110070664163
,,,,,,,,,,,,,,,,,,36119,41.04316,-73.80015,,,Other,,,50.299,3873.56,,,,,NYD981488349 NYR000047944,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IA-MN-N.png,,,,,36119,Private,,,RCRA-IA-MN-N.png,Y,96,96,91,77,98,50,74,85,88,97,86,98,http://echo.epa.gov/detailed-facility-report?fid=110009486449
,,,,,,,,,,,,,,,,,,09001,41.022123,-73.639707,,,Other,,,40.807,3432.55,,,,,CTD043210798,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,01100006,011000060405,Blind Brook-Horseneck Brook,Y,RCRA-IA-MN-N.png,,,,,09001,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,22,23,5,27,19,21,14,8,27,29,17,30,http://echo.epa.gov/detailed-facility-report?fid=110003014577
,,,,,,,,,,,,,,,,,,36059,40.780038,-73.46941,,,VSQG,,,21.843,3100.54,,,,,NYD981086150,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020201,Massapequa Creek,Y,RCRA-IC-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IC-MN-N.png,N,52,44,15,38,43,17,53,34,46,52,23,53,http://echo.epa.gov/detailed-facility-report?fid=110004397475
,,,,,,,,,,,,,,,,,,36103,40.858457,-73.08398,,,Other,,,18.774,3763.8,,,,,NYD986958593,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020301,Town of Selden,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,53,49,27,18,46,11,61,30,55,66,26,66,http://echo.epa.gov/detailed-facility-report?fid=110004469986
,,,,,,,,,,,,,,,,,,36059,40.78026,-73.732608,,,Other,485112,,42.926,7003.26,,,,,NYR000162826,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IA-MN-N.png,,,,,36059,State,,,RCRA-IA-MN-N.png,Y,83,81,75,81,74,84,84,28,77,83,62,84,http://echo.epa.gov/detailed-facility-report?fid=110038902319
,,,,,,,,,,,,,,,,,,36081,40.72538,-73.720785,,,Other,,,68.61800000000001,12132.84,,,,,NYD084638535,,,,No,No Violation Identified,0,0,NA,0,5.55293E+11,13896,0,,0,,0,,,5.55293E+11,,,,,,,02030202,020302020101,Hook Creek-Head of Bay,Y,RCRA-IA-MN-G.png,,,,,36081,Not Indian/Unknown,,,RCRA-IA-MN-G.png,Y,92,91,84,88,90,92,91,39,84,91,70,92,http://echo.epa.gov/detailed-facility-report?fid=110008006451
,,,,,,,,,,,,,,,,,,36119,41.030533,-73.769256,,,VSQG,92211,,46.935,3823.5,,,,,NYR000124206,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020102,Upper Bronx River,Y,RCRA-IC-MN-N.png,,,,,36119,County,,,RCRA-IC-MN-N.png,Y,76,91,86,71,93,50,72,74,68,93,81,93,http://echo.epa.gov/detailed-facility-report?fid=110017776423
,,,,,,,,,,,,,,,,,,36059,40.6863,-73.56144,,,Other,,,49.558,7756.33,,,,,NYD981870389,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020207,Bellmore Creek-East Bay,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,40,38,10,33,40,16,36,18,30,41,16,41,http://echo.epa.gov/detailed-facility-report?fid=110004411690
,,,,,,,,,,,,,,,,,,36103,40.76895,-73.2608,,,Other,,,73.68900000000001,4654.13,,,,,NYD981085905,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,4.82458E+11,0,,,,,4.82458E+11,,,,,02030202,020302020402,Orowoc Creek-Great Cove,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,87,83,47,31,90,17,93,77,87,94,55,94,http://echo.epa.gov/detailed-facility-report?fid=110009471650
,,,,,,,,,,,,,,,,,,36103,40.82551,-72.99559,,,Other,,,28.247,2398.23,,,,,NYD981560667 NYR000073213,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020303,Patchogue River,Y,RCRA-IA-MN-N.png,,,,,36103,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,44,45,23,16,59,16,57,17,41,60,20,60,http://echo.epa.gov/detailed-facility-report?fid=110009487386
,,,,,,,,,,,,,,,,,,36119,40.952329999999996,-73.7438,,,Other,,,24.183,3645.63,,,,,NYD980646186,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030102,020301020202,Sheldrake River-Mamaroneck River,Y,RCRA-IA-MN-N.png,,,,,36119,Not Indian/Unknown,,,RCRA-IA-MN-N.png,Y,73,83,92,87,83,79,70,84,82,85,71,92,http://echo.epa.gov/detailed-facility-report?fid=110004388564
,,,,,,,,,,,,,,,,,,36081,40.71472,-73.75471,,,Other,,,84.14,16921.28,,,,,NYP004447934,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,85,91,83,88,88,0,87,30,83,90,71,91,http://echo.epa.gov/detailed-facility-report?fid=110062991678
,,,,,,,,,,,,,,,,,,36081,40.764492,-73.74704,,,VSQG,22132,,53.054,10494.17,,,,,NYR000089326,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IC-MN-N.png,,,,,36081,Municipal,,,RCRA-IC-MN-N.png,Y,72,79,73,80,67,83,81,25,72,81,61,83,http://echo.epa.gov/detailed-facility-report?fid=110043086530
,,,,,,,,,,,,,,,,,,36081,40.74539,-73.759375,,,Other,,,67.34,14867.66,,,,,NYP004355749,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,91,96,89,92,96,97,95,36,88,96,79,97,http://echo.epa.gov/detailed-facility-report?fid=110060200358
,,,,,,,,,,,,,,,,,,36059,40.63194,-73.70839,,,Other,,,44.79,6825.28,,,,,NYD982722753,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020206,Reynolds Channel-East Rockaway Inlet,Y,RCRA-IA-MN-N.png,,,,,36059,Not Indian/Unknown,,,RCRA-IA-MN-N.png,N,50,52,18,40,42,0,58,10,41,53,26,58,http://echo.epa.gov/detailed-facility-report?fid=110004427380
,,,,,,,,,,,,,,,,,,36081,40.696639,-73.803191,,,Other,,,81.747,22394.88,,,,,NYP004816995,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,96,95,88,91,94,0,89,24,92,93,76,96,http://echo.epa.gov/detailed-facility-report?fid=110069703468
,,,,,,,,,,,,,,,,,,36103,40.884408,-73.24514,,,VSQG,44611,,10.106,2129.77,,,,,NYR000177816,,,,No,No Violation Identified,0,0,NA,0,1.30576E+12,5210,0,1.30732E+12,0,,0,,,1.30576E+12,,,,1.30732E+12,,,02030201,020302010302,Nissequogue River,Y,RCRA-IC-MN-G.png,,,,,36103,Private,,,RCRA-IC-MN-G.png,N,24,37,19,13,34,8,55,24,26,58,24,58,http://echo.epa.gov/detailed-facility-report?fid=110042405894
,,,,,,,,,,,,,,,,,,36081,40.74362,-73.751005,,,Other,,,66.14,13417.31,,,,,NYP004355780,,,,No,No Violation Identified,0,0,NA,0,,,0,,0,,0,,,,,,,,,,02030201,020302010101,Alley Creek-Little Neck Bay,Y,RCRA-IA-MN-N.png,,,,,36081,Private,,,RCRA-IA-MN-N.png,Y,92,90,83,87,67,92,89,32,82,90,72,92,http://echo.epa.gov/detailed-facility-report?fid=110056503154
,,,,,,,,,,,,,,,,,,36081,40.701509,-73.791704,,,LQG,485111,4111,84.44500000000001,22443.23,,,NY0000002630700302,,NYD980642268,,,NY000A0000263070030200005,No,No Violation Identified,0,0,NA,0,1.50103E+12,2950,0,1.1162E+12,0,,0,,1.50103E+12,1.11283E+12,,,,1.1162E+12,,,02030202,020302020102,Grassy Bay-Jamaica Bay,Y,RCRA-IC-MN-G.png,,,,,36081,State,,,RCRA-IC-MN-G.png,Y,92,98,94,95,98,0,93,32,96,97,81,98,http://echo.epa.gov/detailed-facility-report?fid=110007384268
